candidate_id,status,max_model_len,max_num_seqs,max_num_batched_tokens,batch_policy,risk_tier,load_skip_reason,token_budget_m,startup_seconds,kv_cache_tokens,reported_concurrency,system_memory_drop_gib,tegrastats_baseline_ram_used_gib,tegrastats_ram_delta_gib,tegrastats_max_ram_used_gib,tegrastats_max_temp_c,tegrastats_samples,tegrastats_gpu_field_seen,idle_memory_gib,idle_memory_peak_gib,load_memory_gib,load_memory_peak_gib,load_successes,load_errors,completion_tok_s,total_tok_s,latency_p50,latency_p95
ctx196608-seq4-small,startup_only,196608,4,8192,small,extreme,risk_guard(extreme),0.786432,146.879,4152786,21.12,82.218,8.645,81.27,89.914,67.4,155,False,4.431,11.164,,,,,,,,
ctx100000-seq8-match_context,startup_only,100000,8,100000,match_context,high,risk_guard(high)+capacity_guard,0.8,161.237,328478,3.28,64.597,8.66,63.548,72.208,67.6,169,False,4.631,11.772,,,,,,,,
ctx100000-seq8-small,startup_only,100000,8,8192,small,high,risk_guard(high),0.8,151.399,3169334,31.69,81.397,8.407,81.337,89.744,71.5,160,False,3.838,10.841,,,,,,,,
ctx32768-seq32-match_context,startup_only,32768,32,32768,match_context,high,risk_guard(high)+capacity_guard,1.048576,156.057,494160,15.08,77.272,8.426,76.983,85.409,65.3,164,False,4.018,11.014,,,,,,,,
ctx32768-seq32-small,startup_only,32768,32,8192,small,high,risk_guard(high),1.048576,151.027,1588942,48.49,81.105,8.558,81.099,89.656,70.6,159,False,3.925,10.841,,,,,,,,
ctx65536-seq16-match_context,startup_only,65536,16,65536,match_context,high,risk_guard(high)+capacity_guard,1.048576,156.156,414860,6.33,71.288,8.504,70.745,79.249,69.7,164,False,4.214,11.283,,,,,,,,
ctx65536-seq16-small,startup_only,65536,16,8192,small,high,risk_guard(high),1.048576,146.233,2508648,38.28,80.863,8.552,80.791,89.343,66.0,154,False,3.866,10.841,,,,,,,,
ctx131072-seq8-match_context,startup_only,131072,8,131072,match_context,extreme,risk_guard(extreme)+capacity_guard,1.048576,171.382,255776,1.95,60.605,8.474,59.892,68.365,75.6,179,False,4.648,11.776,,,,,,,,
ctx131072-seq8-small,startup_only,131072,8,8192,small,extreme,risk_guard(extreme),1.048576,145.984,3562056,27.18,81.021,8.52,80.894,89.413,69.8,154,False,3.839,10.84,,,,,,,,
ctx262144-seq4-match_context,startup_service_exit,262144,4,262144,match_context,extreme,,1.048576,176.307,,,65.911,8.46,64.256,72.716,72.6,178,False,,,,,,,,,,
ctx262144-seq4-small,startup_only,262144,4,8192,small,extreme,risk_guard(extreme),1.048576,176.27,4536343,17.3,81.462,9.275,81.77,91.045,69.7,185,False,4.058,10.825,,,,,,,,
